date,theme,stock,price,chg,volume,value_mil,reason
2026-06-16,건설 중소형,상지건설,"8,420",+13.02%,3269482,30089,"상지건설
												건설업 부문에서 고급빌라 및 고급아파트 등 고급주거시설과 사무용빌딩 등 상업시설을 건설하여 판매 및 공급. 상지리츠빌과 상지카일룸 고급빌라 브랜드 보유중. 17년12월 상지건설을 흡수합병."
2026-06-16,건설 중소형,금호건설,"4,355",+8.47%,451464,1968,"금호건설
												건설업을 주력사업으로 영위하는 업체. ""아테라""라는 아파트 브랜드를 보유중."
2026-06-16,건설 중소형,동신건설,"13,180",+7.15%,638099,9227,"동신건설
												토목, 건축, 주택건설, 문화재공사 등을 주력사업으로 하는 종합건설업체로 오랜 업력과 풍부한 시공경험을 바탕으로 양호한 영업지위를 구축하고 있는 경북지역의 종합건설사."
2026-06-16,건설 중소형,신원종합개발,"2,555",+6.24%,256640,667,"신원종합개발
												민간 아파트 사업과 자체 브랜드를 보유한 고급빌라사업, 플랜트 사업, 안정적인 수익구조의 관토목 사업 등 다양한 포트폴리오를 가진 종합건설업체."
2026-06-16,건설 중소형,진흥기업,948,+4.87%,3822823,3710,"진흥기업
												효성그룹 계열의 중소형 건설업체로 국내 도급공사를 전문으로 하고 있음. 2011년 5월 채권단과 경영정상화 이행약정(사적 워크아웃)을 체결하였고, 2012년 1월 사적 워크아웃에서 공적 워크아웃 체제로 전환됨. 2019년1월 워크아웃(채권단 공동관리 절차) 종료."
2026-06-16,건설 중소형,남광토건,"8,360",+4.24%,60776,509,"남광토건
												토목, 건축, 주택, 해외사업 등을 영위하는 건설업체. 아파트 브랜드 'Haustory' 보유."
2026-06-16,건설 중소형,서희건설,"2,430",+3.18%,1379625,3343,"서희건설
												중견 건설업체. POSCO의 포항사업소와 광양사업소의 토건정비공사를 시작으로 다수의 관급 및 민간공사를 수주. 지역주택사업이라는 차별화된 수익모델아래 사업의 안정성과 성장성을 추구하고 있으며, 아파트 브랜드 '서희스타힐스' 보유."
2026-06-16,건설 중소형,SGC E&C,"12,330",+2.75%,8486,107,"SGC E&C
												OCI그룹 계열의 플랜트사업(석유화학, 정밀화학, 무기화학, 발전, 바이오/제약, 반도체&LCD 등 다양한 산업분야의 플랜트 EPC 등), 건설사업(토목 및 건축공사 등), 물류센터 사업을 영위중."
2026-06-16,건설 중소형,한신공영,"11,730",+2.71%,118412,1413,"한신공영
												한신 브랜드의 중견 건설업체. 아파트 및 주상복합, 도시정비사업을 진행하는 민간사업과 정부 및 공공기관에서 발주하는 공동주택, 도로 및 철도공사, 광역 상하수도, 택지 개발 등을 진행하는 공공사업을 진행. 고급 주상복합 건물에 적용하는 한신더휴 리저브 브랜드 보유."
2026-06-16,건설 중소형,동부건설,"6,710",+2.60%,90345,613,"동부건설
												토목공사, 플랜트공사, 건물 및 아파트(센트레빌) 신축공사 등의 건설업을 영위하는 업체."
2026-06-16,건설 중소형,KCC건설,"5,400",+2.47%,71987,387,"KCC건설
												KCC 계열사로 토목공사(도로, 항만, 철도, 국토개발사업 등), 건축공사(호텔, 오피스텔, 연구시설, 아파트 등), 분양공사(사업의 계획, 시공, 분양 사업) 등을 영위하는 중견 건설업체."
2026-06-16,건설 중소형,삼호개발,"3,315",+2.00%,32876,107,"삼호개발
												토목공사사업 영위 업체. 고속도로 및 국도 등의 도로공사, 지하철공사, 항만시설공사, 간척지공사, 택지 및 산업단지조성공사 등의 토목공사를 하고 있으며, 본점(충남 당진)의 공장에서 골재를 생산/판매 중."
2026-06-16,건설 중소형,동원개발,"2,355",+1.95%,69308,162,"동원개발
												토목, 건축공사업 및 주택(APT)공급업을 영위하는 주택사업 중심의 중견 건설업체. 비스타동원, 동원로얄듀크 브랜드 보유."
2026-06-16,건설 중소형,계룡건설,"21,150",+1.93%,79033,1674,"계룡건설
												건설회사로서 건축, 토목, 분양 등의 사업을 영위."
2026-06-16,건설 중소형,HL D&I,"2,785",+1.46%,111451,311,"HL D&I
												HL(舊 한라)그룹 계열의 중견 종합건설업체. 도로/터널/지하철/항만/준설 등의 토목공사, 업무용/상업용 공공건물 등의 건축공사, 주택건설공사 등을 영위."
2026-06-16,건설 중소형,까뮤이앤씨,"1,187",+1.45%,43498,51,"까뮤이앤씨
												P.C(Precast Concrete)공법을 이용한 대형 물류센터 및 공장건설, 건축물의 다양하고 미려한 외관공사 등을 수행하여 공기단축과 우수한 시공능력을 인정 받고 있으며, 일반건축, 아파트건축, 주택분양사업 및 토목공사 등으로 영업을 지속적으로 확대해 온 종합건설업체."
2026-06-16,건설 중소형,코오롱글로벌,"9,730",+0.83%,39992,390,"코오롱글로벌
												코오롱그룹 계열의 토목, 건축, 주택사업, 환경사업(폐수, 하수처리, 폐기물, 집진처리, 매립시설), 플랜트사업(바이오에탄올 플랜트 등) 등을 영위하는 중상위권 건설업체. 코오롱 하늘채, 린든그로브와 같은 주택 브랜드를 보유하고 있음."
2026-06-16,건설 중소형,태영건설,"1,838",+0.49%,814157,1512,"태영건설
												태영그룹 계열의 종합건설업체. 20년9월 기존 태영건설에서 건설사업 부문이 인적분할되어 변경 상장. 사업부문은 건설, 레저, 임대, 기타로 구분할 수 있으며, 건설사업부문에서는 토목,환경, 플랜트, 건축, 주택건설 등 서비스를 제공. 건설사업부문이 매출의 대부분을 차지하고 있으며, 대표 브랜드로 DESIAN(데시앙) 보유."
2026-06-16,건설 중소형,삼일기업공사,"3,490",0.00%,5457,19,"삼일기업공사
												종합건설업체로 건축공사, 토목공사, F.E.D(미국육군 극동공병단)공사, 임대사업 등을 영위."
2026-06-16,건설 중소형,서한,873,-0.34%,125256,110,"서한
												대구, 경북 지역의 중견 건설업체. 건축, 토목, 기타(부동산임대업 외)를 주요사업으로 영위."
2026-06-16,건설 중소형,HS화성,"13,620",-0.37%,21070,286,"HS화성
												대구지역 기반의 건설 전문업체. 건축사업(관급시설물 공사, 민간상업용 건물, 아파트 등) 및 토목사업(도로, 교량, 터널, 지하철, 상하수도 등), 분양사업(아파트사업, 부동산업 등), 기타사업(임대,시설물유지관리,제품공급 등)을 영위하고 있음."
2026-06-16,건설 중소형,대원,"3,760",-0.40%,4057,15,"대원
												주택분양 및 공공/민간 도급공사 등의 건설업체. 아파트, 주상복합 위주의 주택건설사업을 주요 사업으로 영위하고 있으며, 아파트 브랜드 '칸타빌(Cantavil)' 보유."
2026-06-16,건설 중소형,남화토건,"3,495",-0.85%,44343,157,"남화토건
												광주와 전남지역에 기반을 둔 토목공사와 건축공사, 조경, 전기공사 등을 수주하는 종합건설업체."
2026-06-16,건설 중소형,우원개발,"3,410",-1.45%,177843,614,"우원개발
												토공사업 전문 건설업체. 주요 사업분야는 도로공사, 산업단지조성공사, 철도공사, 지하철공사, 특수공법공사, 하천공사, 항만공사, 주택건설 및 부동산개발 등."
2026-06-16,건설 중소형,아이에스동서,"25,350",-1.93%,108602,2754,"아이에스동서
												건설 건자재 전문 업체. 당사 및 종속회사는 콘크리트사업부문, 건설사업부문, 환경사업부문, 기타사업부문으로 구성. 주요 사업인 콘크리트사업부문은 PHC PILE, Ext PILE 외 건축자재를 생산 ·판매하며, 건설사업부문은 건축, 토목공사를 바탕으로 아파트 및 상가를 공급. 또한 환경사업부문은 폐자원, 골재판매, 폐기물 처리용역, 환경설비건설 및 폐배터리 재활용 등의 사업을 영위."
2026-06-16,면세점,신세계,"767,000",+8.79%,115979,87890,"신세계
												종속회사인 신세계디에프가 16년5월 서울 시내면세점인 명동점을 개점하여 운영 중. 인천국제공항 제1, 2여객터미널 사업권 획득하여 18년 개점."
2026-06-16,면세점,현대백화점,"198,400",+8.30%,178645,34888,"현대백화점
												업계 상위의 백화점 업체. 주요 사업부문으로 백화점 및 면세점 부문 등. 면세점 부문은 무역센터점, 인천공항점(DF7, DF5)을 운영중."
2026-06-16,면세점,호텔신라,"59,800",+7.75%,474665,27796,"호텔신라
												TR부문(Travel Retail)을 통해 국내외 고객에게 트렌디한 럭셔리 브랜드 상품과 품격있고 차별화된 서비스를 제공. 서울/제주 시내 면세점 및 인천국제공항 면세점 등 국내 뿐만 아니라 싱가포르 창이국제공항, 홍콩 첵랍콕 국제공항, 마카오 국제공항 면세점 등 해외로도 지속적인 사업 확장중."
2026-06-16,면세점,HDC,"22,450",+4.66%,82261,1824,"HDC
												동사가 지분 50%를 보유중인 HDC신라면세점이 15년12월 서울 용산 아이파크몰에 입점하여 영업중."
2026-06-16,면세점,글로벌텍스프리,"5,070",0.00%,764138,3835,"글로벌텍스프리
												외국인 환급서비스(텍스리펀드) 업체. 사후면세제도를 시행하는 국가(한국, 싱가폴)에서 외국인 관광객에 대한 내국세 환급대행사업 영위."
2026-06-16,면세점,한국정보통신,"7,800",-0.26%,94611,741,"한국정보통신
												외국인관광객 부가가치세 환급 서비스인 환급창구운영사업(TRS) 영위."
2026-06-16,면세점,토니모리,"5,610",-1.23%,60368,339,"토니모리
												하나투어, 제이에스티나(구 로만손) 등과 함께 에스엠면세점 컨소시엄에 참여해 지분 보유중. 면세사업 확장을 위해 16년6월 세한텍스프리(제주세한면세점) 주식 취득."
2026-06-16,면세점,JTC,"4,810",-1.23%,73574,354,"JTC
												방일 외국인 관광객을 대상으로 한 사후 면세점 업체. 방일관광객을 대상으로 면세상품 판매를 주요 사업으로 영위하고 있으며, 일본 관광의 골든루트인 도쿄 - 후지산 - 오사카 지역 및 크루즈선이 다수 기항하는 규슈, 오키나와 지역 등에 점포를 출점."
2026-06-16,전후 재건(우크라/중동 전쟁 등),대우건설,"27,450",+19.87%,47888125,1296995,"대우건설
												시공능력 상위의 대형종합건설업체. 도로, 철도 등 사회기반시설을 건설하는 토목사업과 아파트, 오피스텔, 오피스 등을 건설하는 주택건축사업, Oil&Gas 관련 시설 및 발전소, 산업설비를 건설하는 플랜트사업, 투자자산 매입을 동반하는 국내외 투자개발(부동산, IPP, PPP, 미래유망사업 지분투자)을 수행하는 기타사업을영위. '푸르지오', '써밋(SUMMIT)' 등의 브랜드를 보유."
2026-06-16,전후 재건(우크라/중동 전쟁 등),프리엠스,"9,240",+14.78%,360969,3366,"프리엠스
												건설용 중장비 및 산업차량의 부품을 제조하는 업체. 건설장비 및 산업차량의 전장품인 와이어하네스, 배터리케이블 등을 제조. 주요 거래처는 HD현대건설기계, HD현대사이트솔루션, HD현대인프라코어, 두산밥캣코리아 등."
2026-06-16,전후 재건(우크라/중동 전쟁 등),DL이앤씨,"89,400",+13.16%,2248195,200698,"DL이앤씨
												기존 대림산업(현 DL)에서 건설사업 부문이 인적 분할되어 재상장된 업체. 주요 사업으로 토목, 주택, 플랜트, 발전/환경사업 등을 영위하고 있으며, 'e편한세상' 브랜드와 'ACRO' 하이엔드 주거 브랜드를 보유. 원전 시공기술을 보유한 몇 안 되는 국내 건설사 중 하나임."
2026-06-16,전후 재건(우크라/중동 전쟁 등),퍼스텍,"8,840",+9.81%,11922885,113721,"퍼스텍
												후성그룹 계열의 방위산업 전문업체. 국방연구원 등과 함께 지뢰제거 로봇 개발을 진행중이며, 우크라이나 재건 지뢰 관련주로 부각."
2026-06-16,전후 재건(우크라/중동 전쟁 등),포스코인터내셔널,"65,300",+9.02%,1863824,120521,"포스코인터내셔널
												23년11월 우크라이나 미콜라이우주 비탈리 주지사와 스틸 모듈러 제조시설 설립을 위한 양해각서(MOU) 체결. 24년7월 우크라이나 도로 복구 사업 진출 목적 SG와 아스콘 사업 공동 추진 협약 체결."
2026-06-16,전후 재건(우크라/중동 전쟁 등),삼성E&A,"56,700",+8.83%,6517048,365499,"삼성E&A
												삼성그룹 계열의 글로벌 EPC(설계, 구매, 시공) 전문업체. 타당성 검토에서부터 파이낸싱, 설계, 구매, 시공, 시운전, O&M에 이르는 플랜트 전 분야에서 종합 솔루션을제공. 엔지니어링 상품 부분에 따라 화공 업스트림, 정유, 가스, 석유화학 등의 화공 사업부와 발전, 수처리/환경, 인프라(철도, 도시개발, 도로 등) 산업, 철강 등의 비화공 사업부로 구분."
2026-06-16,전후 재건(우크라/중동 전쟁 등),스페코,"2,080",+7.55%,524700,1131,"스페코
												재생아스콘 플랜트부문 설비 생산업체로 아스팔트 및 콘크리트 제조 등에 필요한 아스팔트 플랜트 사업 등을 영위중."
2026-06-16,전후 재건(우크라/중동 전쟁 등),에쓰씨엔지니어링,"1,061",+7.50%,172879,185,"에쓰씨엔지니어링
												산업설비건설(설계, 구매, 시공) 업체. 산업설비건설업을 기반으로 정밀화학, Bio Chemical, 제약, 식품, 환경, 에너지 및 기타 산업 플랜트 분야에 대한 설계 및 시공과 각종 산업기계의 설비제작과 대형플랜트설비의 Turn-Key Base Project 등의 사업을 영위."
